	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FIG4	67.9641877507166	-1.07479792318875	0.606827082889495	-1.77117658966529	0.0765313409206886	0.27350986434415
XPNPEP1	112.66415289685	0.845814985743813	0.477476229159828	1.7714284692918	0.0764894778685091	0.27350986434415
RPAP3	129.402172725201	-0.79171883622046	0.447008798962011	-1.77114821466354	0.0765360580907535	0.27350986434415
ZNF598	326.268020183614	0.523042063823388	0.295222898199684	1.77168528258811	0.0764468140543107	0.27350986434415
ARFGEF2	580.028461505921	0.405851305292682	0.229062182187081	1.7717953326805	0.0764285376209192	0.27350986434415
SREBF2	819.209071679463	0.357616346689894	0.201868532318587	1.77153091956654	0.0764724557080632	0.27350986434415
SRCAP	163.604399614977	-0.712432366128066	0.402389406002789	-1.77050477845614	0.0766430890714815	0.273787931604949
FAM120A	394.885197627773	0.476491097953418	0.269249726216118	1.7696994706355	0.0767772181393666	0.274058108177472
CDK5RAP2	501.46930548149	-0.434239758883125	0.245367671877508	-1.76975131059606	0.0767685781101899	0.274058108177472
KIF26B	55.9089238920504	1.20332070958052	0.680939169717989	1.76714861340534	0.0772033429040654	0.274229828807556
LBX2-AS1	94.1443302000171	0.936573191186075	0.529995577317843	1.76713397482637	0.0772057938521166	0.274229828807556
MAP3K2	203.695169357921	-0.640312617638576	0.362304279706914	-1.76733385031101	0.0771723340294437	0.274229828807556
LATS1	146.406014821448	-0.743281317419746	0.42042903983753	-1.76791145946288	0.0770757067416209	0.274229828807556
EEPD1	110.644992522067	0.845860231104204	0.478553606915272	1.76753496135275	0.0771386792976723	0.274229828807556
ELOC	95.4385303371869	-0.906545546071492	0.512504953924331	-1.7688522601195	0.0769185328472498	0.274229828807556
CPSF1	135.767368219123	0.786235479962596	0.444875698623414	1.76731496549589	0.0771754949048999	0.274229828807556
TRIM32	70.2554888127001	1.06308392423409	0.601518338911359	1.76733418661529	0.0771722777409446	0.274229828807556
CHFR	181.994569595233	-0.67491579405453	0.381729535095494	-1.76804709094802	0.0770530314732814	0.274229828807556
DLEU1	95.3005116591457	-0.91424278735311	0.517257236463137	-1.76748186957122	0.0771475627280928	0.274229828807556
SAMD4A	267.845991822097	-0.563087473967218	0.318372893022956	-1.76864138344409	0.0769537400074736	0.274229828807556
EIF2S1	278.642569740946	0.557149444162096	0.315240135307453	1.76738105894641	0.077164432871762	0.274229828807556
PROCA1	60.5400937552805	-1.14123685098185	0.645739703660215	-1.76733263343268	0.0771725377031757	0.274229828807556
SNRPB	577.586504863499	0.406316223111047	0.230194001894859	1.76510343347969	0.0775463837413299	0.275335208660955
HS3ST3B1	82.2020565539049	0.981952898896133	0.556462609527998	1.76463410493841	0.0776252797641051	0.275510936132449
AURKAIP1	263.096540575515	0.571946671649662	0.324364186397184	1.76328551558807	0.0778523469849468	0.275898824224263
MRPL11	116.358157683665	0.828289855216921	0.469704438545617	1.76342777977918	0.0778283679202484	0.275898824224263
DHX37	251.407200616293	0.59309739635457	0.336296055352966	1.76361686946364	0.077796505585628	0.275898824224263
THOC2	565.101778512064	-0.409119819486173	0.231998267927125	-1.76346066348514	0.0778228261268759	0.275898824224263
PSMD12	186.822427879551	-0.670829967370068	0.380516911580325	-1.76294389803608	0.0779099522381631	0.275998583165062
RNU6-47P	49.9743956582841	-1.22343247212028	0.694303308554441	-1.76210088162694	0.0780522543784131	0.276316909703866
FAS	115.468542749376	-0.822271301024923	0.466665169483217	-1.76201558375463	0.078066664538954	0.276316909703866
RNU6-8	569.716090915664	-0.405013916125858	0.229874993975054	-1.76188766390924	0.0780882792845078	0.276316909703866
NDEL1	388.821231248597	-0.477440686071222	0.271123960025868	-1.76096825240259	0.0782437765730143	0.276595575520274
RMC1	111.400783609277	0.848546394145278	0.481882635086837	1.76089846855006	0.078255589189354	0.276595575520274
UPF3B	58.5763167554934	-1.20809508748181	0.686004357422293	-1.76106036996807	0.078228185654582	0.276595575520274
PLIN3	144.251335121592	0.742548974784223	0.421747364091619	1.76064876275768	0.0782978698668278	0.276640663895994
NDST1	176.713642359682	0.687381109695451	0.390637817678987	1.75963790136755	0.0784692209500269	0.277141575688561
ENSG00000260293	82.6187837727516	-0.992590311531983	0.564358944465042	-1.75879255793999	0.0786127492984307	0.277543881283457
SLC5A3	8863.78588220258	-0.202756742462862	0.11531027026714	-1.75835805425773	0.0786866054666843	0.277699997447394
PTPN4	123.480777625046	-0.80087232101795	0.45574805371001	-1.75726986544092	0.0788718216588282	0.278248858788863
PDCD10	58.3016500358338	-1.17788058454011	0.670395737768513	-1.75699294935976	0.0789190109868964	0.278290088101648
SEPTIN11	364.894660980344	-0.49445484475596	0.281443530573526	-1.75685276456119	0.0789429086631997	0.278290088101648
IGSF8	107.248826230218	0.856108980945796	0.487411565002132	1.75643961370111	0.0790133738335531	0.278379131198078
GPATCH8	226.40431912604	-0.618803400516242	0.352322245088709	-1.75635631624803	0.0790275868715996	0.278379131198078
TMEM170A	66.1725767253247	-1.07486981573862	0.612177799120409	-1.75581312697556	0.0791203222204859	0.278568330856816
VAPA	367.859706763808	-0.49187113128622	0.280157744766664	-1.75569349937438	0.0791407573896313	0.278568330856816
BEGAIN	72.7626753217977	-1.12029274017672	0.638157183757281	-1.75551222910438	0.079171730736731	0.278572706347416
ENSG00000279525	62.6521916173255	-1.12799968384378	0.642664768635733	-1.75519141377288	0.0792265720781002	0.278661028668093
LCORL	66.4539527457366	-1.08159521419568	0.616308959112233	-1.75495617612581	0.0792668040864573	0.278697919058201
PRSS53	52.7576569858429	-1.23882217963736	0.706395118192204	-1.75372415201245	0.079477785024753	0.27928169419225
KHSRP	874.02414489007	0.346296025741673	0.197472857594479	1.753638601072	0.0794924523383917	0.27928169419225
H2BC13	99.3613396261666	0.894063805756376	0.509895887165419	1.75342423475231	0.0795292141199302	0.279306123052379
EBF4	42.3883136068682	1.35483064238708	0.773028952756766	1.75262600133605	0.0796662251215522	0.279682476354044
UBXN11	149.010915987628	-0.737558438745905	0.421206351369578	-1.75106200641963	0.0799352298135957	0.280521761555577
MAN2B2	174.993880193178	0.675585674832548	0.385922837564226	1.75057189954485	0.0800196791804302	0.280712989112928
LANCL2	84.4562372606937	0.984765661210293	0.562913675402062	1.7494079540827	0.0802205269318015	0.281312252002612
USP34	980.508459690719	-0.330472578233036	0.188946757587954	-1.74902487056018	0.0802867204583085	0.281435446751818
FSD1	119.369537712677	-0.816721946552376	0.467003257099683	-1.74885706713186	0.0803157294145531	0.281435446751818
SCAMP3	52.0885793637773	1.21613632368925	0.695592598088389	1.74834569406203	0.0804041853636197	0.281542162214862
RNU6-41P	286.067548978173	-0.555159115210288	0.317536146913773	-1.74833360109091	0.0804062781309468	0.281542162214862
HIBADH	56.6638738286142	1.16814668205993	0.668629200438701	1.74707697673611	0.0806239864575058	0.281992924591289
RDH11	383.198107884486	0.475973290379165	0.272468030157886	1.74689592060894	0.0806553935864093	0.281992924591289
CDAN1	148.216611111037	0.738606953171491	0.422760442256532	1.74710516724103	0.0806190972498495	0.281992924591289
ENSG00000265554	86.9528769053933	0.948916208446422	0.543168939106728	1.74700013223688	0.0806373151718573	0.281992924591289
FDXR	111.706791015269	-0.840481467089746	0.481370567137559	-1.74601756831046	0.0808078991224663	0.282420744042338
MAP3K7	161.973382226165	-0.700123124777104	0.401053849767863	-1.74570852563153	0.0808616128795618	0.282503099433816
TNFRSF19	220.97479769813	0.600970281360033	0.34447580022711	1.74459361430852	0.0810556331760357	0.283075394282316
GPC2	59.4260816734466	-1.12969179279169	0.647626810982693	-1.74435612243651	0.0810970110283217	0.283114379037025
PSMC3	284.627470463866	0.543336366831274	0.311547127906752	1.74399414458379	0.0811601108687029	0.28322913923268
STAMBP	181.453909930827	-0.663779514787624	0.380873895881126	-1.7427802796829	0.0813720022875055	0.283574316094785
TMEM245	486.691889759955	0.430248207793221	0.246869182084808	1.74281862223457	0.0813653023783089	0.283574316094785
MRPL16	101.68439960464	0.887413929988948	0.509201052387578	1.74275745469884	0.0813759908971615	0.283574316094785
ENSG00000287569	43.4300081270945	-1.36165623065637	0.781333342167986	-1.74273406389922	0.0813800785463048	0.283574316094785
ZNF746	166.675327288728	-0.695828748274581	0.399606626001051	-1.74128431061789	0.0816337549595957	0.284029481572302
VLDLR	717.051258299953	0.367768937501785	0.21119130728391	1.7414018703307	0.0816131606013294	0.284029481572302
UTP4	165.439424856769	0.693700178064094	0.398455077742966	1.74097462126354	0.0816880271777182	0.284029481572302
ENSG00000280152	79.4373237490035	-1.01603011910063	0.583557416810095	-1.74109708802018	0.0816665617131642	0.284029481572302
EIF1	523.31394835378	0.416519530753507	0.239136813021093	1.74176248939459	0.0815500128910123	0.284029481572302
ICAM1	136.095631647933	0.750384111603504	0.431020240680775	1.74094866268533	0.0816925776774123	0.284029481572302
NCEH1	116.808984915426	0.822499350145917	0.472515686124901	1.74068157798365	0.0817394091681033	0.284086893139884
PSMD4	220.870756858287	0.605098914574197	0.347806964532591	1.73975502585859	0.0819020426603142	0.284546584993379
GCLM	136.238032984825	0.768207337256589	0.441854099363928	1.73859954759379	0.0821052261705475	0.284619300487618
MOB4	46.5327147648877	-1.28178919952343	0.737212916904911	-1.73869606748733	0.0820882381285184	0.284619300487618
RAPH1	223.561500429951	-0.604062874605554	0.347397213450715	-1.73882475511351	0.0820655928193418	0.284619300487618
PCDHGC3	82.6932123560902	0.974126579226062	0.560194427493489	1.73890801374918	0.0820509444012174	0.284619300487618
GTF3C5	150.782039229447	0.733585560324886	0.42190768734618	1.73873475721472	0.082081429320112	0.284619300487618
EMP2	252.08117026301	0.569503128688348	0.327452589707764	1.73919262387451	0.0820008864724107	0.284619300487618
LGR6	240.723555805497	0.577843949043838	0.332526505318718	1.73773801426743	0.0822569871976733	0.284934554544251
TEDC1	351.318798100422	-0.497496096002262	0.2862799361653	-1.73779588840974	0.0822467854162777	0.284934554544251
RFC5	134.79710383502	0.766212221471544	0.441011417627267	1.73739769730662	0.0823169974278946	0.285037053177891
MRFAP1	308.964947753518	0.518422870906456	0.298524814438907	1.73661567089777	0.0824550315752749	0.285304152828776
EMC7	145.784331152663	0.775108030652248	0.4463118074391	1.73669622387934	0.0824408046426477	0.285304152828776
HIP1	296.542064853624	0.524718866658304	0.302210203370647	1.73627118080709	0.0825158964414066	0.285409357569576
EPB41L4A-AS1	233.963902265114	-0.594478213156931	0.342546750228294	-1.73546592621514	0.0826583117325628	0.285796450529193
PSMG4	424.705697915657	-0.464261124957762	0.267634715439447	-1.73468200564139	0.0827971452600545	0.28607323932355
MRPS34	172.764076257903	0.697612218776221	0.402158662405256	1.73466913432598	0.0827994263655781	0.28607323932355
RPL22	207.651438054632	-0.639201194345851	0.368685020009526	-1.73373248072117	0.0829655605877346	0.286330498234649
PLEKHA1	86.0753243081936	-0.946502212018074	0.545902239875824	-1.7338309735336	0.082948078222277	0.286330498234649
NFRKB	276.810282100364	0.543705088879322	0.31357404091049	1.73389700021285	0.0829363602310002	0.286330498234649
GARS1-DT	161.195289228002	-0.695442442984646	0.401429921674938	-1.73241306996489	0.083200042555762	0.287034020157397
MTCO3P12	217.669413977494	0.608722246031297	0.351726088399323	1.73067129822966	0.0835104071898	0.287603244088633
ENSG00000271936	49.9045799360669	-1.23401270880943	0.713039779422301	-1.73063655692424	0.0835166072343403	0.287603244088633
STARD7	755.715572772839	0.357204138324007	0.206337340372709	1.73116575835855	0.0834222046542303	0.287603244088633
UBE2B	91.3351978610189	-0.907527942759568	0.524294663396983	-1.7309501814868	0.0834606502968252	0.287603244088633
ENSG00000291136	365.81977460846	-0.48739820953108	0.281631176839452	-1.7306259022911	0.0835185087689617	0.287603244088633
SNHG7	383.069364424669	0.482866176738584	0.27905699644919	1.73034965215969	0.0835678234293915	0.287667342223879
EPM2AIP1	110.466451329769	-0.845871171941794	0.489140994038201	-1.72929928640521	0.0837555442968194	0.288207657018435
ECHDC2	80.5073931441831	-0.974909515444232	0.563874592095519	-1.72894740977988	0.0838185078160666	0.288221180655125
IDS	143.678286079489	0.731546884379749	0.423120309039416	1.72893351784634	0.0838209943740891	0.288221180655125
IFT122	224.647802307507	-0.596883101141411	0.345267439466479	-1.72875583652991	0.0838528033426309	0.288224786251083
POLA2	338.755190918202	-0.500568190577017	0.289792593743744	-1.72733258676602	0.0841079500029195	0.288995779804678
METTL9	55.6499102528248	1.15594005501412	0.669373550944615	1.72689831168689	0.0841859277062943	0.289157676909083
DGKQ	174.337905449406	0.675964839302076	0.391491922123562	1.72663802521251	0.0842326923456573	0.289212285554712
SRP9	58.1443732561022	-1.1413562053	0.661163983774472	-1.72628309059455	0.0842964959208648	0.289219394646101
ADCK2	52.9591151930779	1.20078010880769	0.695537655584502	1.7264056074701	0.0842744676862301	0.289219394646101
RAB3GAP1	295.153685715419	-0.528395700694427	0.306219644408083	-1.72554475306705	0.084429345875919	0.289463216559591
PRKAR1B	417.474637625786	-0.459533583679915	0.266286752218721	-1.72570952122495	0.0843996842686956	0.289463216559591
HOXA11	48.9803358260026	1.27960496578035	0.741907368107062	1.72475031356703	0.0845724794856826	0.289847890556272
SDK1	228.029282999893	0.591481606297543	0.343040364518625	1.72423326079293	0.0846657419443103	0.290061426697692
ANO9	117.91378368669	-0.803603452112078	0.466175350045143	-1.72382227424564	0.0847399322337807	0.290189327647825
POLR2F	158.831639140493	0.707223623231988	0.410297869535151	1.7236833913694	0.0847650149169795	0.290189327647825
NCBP2	137.50179688927	-0.744535725035961	0.432282355557173	-1.72233660584254	0.0850085602284811	0.290877974945697
ZDHHC9	741.740798780314	0.357964088517879	0.207849440618682	1.72222781765671	0.085028257564169	0.290877974945697
ENSG00000231083	83.3451650033531	-0.96744451655608	0.561982226569205	-1.72148596666864	0.0851626765272061	0.291108393233645
THADA	416.157104161741	0.455390190119405	0.264608006164017	1.72099928766755	0.0852509531518806	0.291108393233645
IMP4	234.059208230991	0.593119663568563	0.344578842162271	1.72128868924938	0.0851984509231997	0.291108393233645
GXYLT2	98.3461831919623	0.874087011147283	0.507881998896797	1.72104349641441	0.0852429312623713	0.291108393233645
PPP1CC	366.771450345975	-0.478294562575851	0.277806538592173	-1.72168216414085	0.0851271100171364	0.291108393233645
APRT	220.018002734396	0.609861825992082	0.354624108483871	1.71974158384051	0.085479425351065	0.291782227883235
HSD17B12	443.6157164029	0.439373003004272	0.255969059193549	1.71650825450761	0.086069058473592	0.293474191374657
SELENOW	88.4575587807792	-0.926280728009331	0.539618436387615	-1.71654759279568	0.0860618650092247	0.293474191374657
CRKL	228.069467162868	0.590440517008591	0.343935810192912	1.71671718823758	0.086030858067221	0.293474191374657
RPA3	46.2399590189755	1.2779009966103	0.744866575251127	1.71561060607326	0.086233335998333	0.293548773257646
TEAD1	1120.32918502729	-0.311966290046375	0.18182051404124	-1.71579258639438	0.0862000115529944	0.293548773257646
RIMBP2	109.212164542203	0.847223947640699	0.493729236494659	1.71596876388312	0.0861677596402997	0.293548773257646
ARHGEF18	147.034607811821	0.737238084593741	0.429742908404201	1.71553286901554	0.0862475744694024	0.293548773257646
TMEM91	42.3403984876643	-1.35709254176967	0.790992431635895	-1.71568334599989	0.0862200145311813	0.293548773257646
MYO1B	285.85715923641	0.530364980643183	0.309218475658369	1.71517882142703	0.0863124465379664	0.293662899077976
ZZZ3	160.45261504479	-0.694904716741443	0.405272286605501	-1.71466132698552	0.0864073378376462	0.293772407670082
HOXC9	103.212052040651	-0.85808856755203	0.500434839625341	-1.71468590834813	0.08640282852661	0.293772407670082
RNVU1-18	408.949093776648	0.463326119389938	0.27035438376293	1.71377328135438	0.0865703722596068	0.294219944893912
TRAF3IP1	48.5558175269952	-1.2340086035516	0.720823116892693	-1.71194371355782	0.0869070417950075	0.295043109282326
CEP44	45.9789412393018	-1.25536080433772	0.733227896261794	-1.71210180455204	0.0868779088849295	0.295043109282326
ZNF24	75.8321197385095	-0.994415925476931	0.580797807899636	-1.71215509416794	0.0868680904844769	0.295043109282326
PDE10A	60.6232872275023	-1.09848565476641	0.641935904234092	-1.71120768837044	0.087042779901407	0.29539690245425
FBL	172.046187206267	0.676488723656554	0.395542518773105	1.71028066907924	0.087213984661829	0.295870758972244
ENSG00000258111	137.403787605532	-0.753118855652715	0.440491335423925	-1.70972456229569	0.0873168185069848	0.296005278368469
RAB5IF	111.681979647773	0.829064553297858	0.48491090122585	1.70972554174796	0.087316637303201	0.296005278368469
MAT2A	1924.84166050962	-0.261131114442342	0.152790119670399	-1.70908377456381	0.0874354326376783	0.296193059947594
SERP1	147.41996724466	0.718542365569293	0.420391328076752	1.70922261611949	0.0874097211027248	0.296193059947594
CNKSR3	46.1037968848105	-1.26451362779612	0.740129808032675	-1.708502500605	0.0875431427912742	0.296450758205363
COPS6	417.716598540124	0.464521123634734	0.272016795289154	1.70769280308941	0.0876933582486492	0.296744950086617
CSK	304.941929185221	0.515273532281765	0.301712351694504	1.70783041989444	0.087667812859523	0.296744950086617
MCL1	434.701412012579	-0.445095496421269	0.260709528528735	-1.70724675439782	0.0877761981843728	0.296918042233781
QSER1	385.773350591745	-0.466169971936687	0.273154089029955	-1.70661905004675	0.0878928820167318	0.297205450919082
ENSG00000284946	78.7593496610033	-0.96523423374245	0.565936474739518	-1.70555226041353	0.0880914742574762	0.297769521570185
RNA5SP452	52.8439748489015	1.17728812175625	0.690341055391332	1.70537173265594	0.0881251168495928	0.297775818564978
TAX1BP1	104.394477451753	-0.839864574141089	0.492573114084704	-1.70505565595418	0.0881840448693454	0.297843568685252
MPHOSPH6	46.9696430169321	-1.32825960187011	0.779072962968314	-1.7049232421176	0.0882087409926973	0.297843568685252
IFITM2	315.904282807529	0.501380179198353	0.294290666446089	1.70369038628754	0.0884389451325154	0.298513298231869
RFXAP	50.4740186798789	-1.19883146937282	0.703892430690283	-1.7031458460168	0.0885407781033678	0.298641861349372
CHURC1	43.4698344966642	-1.29468675510132	0.760152943006428	-1.70319245227256	0.0885320586997051	0.298641861349372
APEX2	326.053982531705	0.497235737677624	0.292019130456138	1.70275055918746	0.088614758786543	0.298783839449409
SCCPDH	78.0567880817418	0.972711335282706	0.571956888765161	1.70067247093179	0.0890045072597024	0.299726219457564
ARFGEF1	185.711923306545	0.646269844949846	0.380029460037758	1.70057827855145	0.089022205843159	0.299726219457564
RCL1	127.093379600037	0.769447208034639	0.452397566489976	1.70082083775243	0.0889766351431303	0.299726219457564
IMMP1L	56.7415307471576	-1.13482985656994	0.667261156329374	-1.70072818686566	0.0889940396676265	0.299726219457564
EXTL3	246.892093488586	0.57370939444206	0.337468072497615	1.70004051108009	0.0891233057200616	0.299851121937873
OTUD6B	43.9690128086088	-1.28020363232747	0.753013918392476	-1.70010620130426	0.0891109510509305	0.299851121937873
ADAT2	85.4268175042184	-0.921985019973742	0.543061754825031	-1.69775354604155	0.0895542868936843	0.301192989301444
YJU2B	52.79824773379	1.19521400155926	0.704152562165158	1.6973793262701	0.0896249685445997	0.301322553018622
ZNF514	87.8903075484525	-0.922617410619737	0.543627413178773	-1.69715026919794	0.0896682544014723	0.301359951126899
GTF2I	339.300751292142	0.492749330298772	0.290397788535748	1.6968081361202	0.0897329400413139	0.30146921770782
SMPD4	689.872532928122	0.368345651273804	0.2171625584967	1.69617476338308	0.0898527882662755	0.30159164652743
SATB2	306.368917025988	-0.507615572984421	0.299271521052668	-1.69617065866781	0.0898535653898447	0.30159164652743
TNPO3	340.30766434969	0.487182291957992	0.287235877924416	1.69610528976534	0.0898659420602546	0.30159164652743
LINC02595	98.0273094376979	-0.861630812479923	0.508318897687942	-1.69505957067305	0.0900641207105856	0.30214851810175
IER5	423.915192873372	0.439982924857949	0.259678182573405	1.69433920284611	0.0902008451671281	0.302398569177418
SORBS2	54.6388856626186	-1.14564671274329	0.67616631972983	-1.69432679403649	0.0902032017983867	0.302398569177418
UBE2W	43.2363148365233	-1.30125312881976	0.768238380198489	-1.69381426697734	0.0903005821727023	0.302508564518491
PDLIM1	98.7992296917351	0.85288626614907	0.503522733479088	1.69383864807068	0.0902959478383192	0.302508564518491
ARSB	119.131037327915	0.79045375645959	0.466816683567736	1.69328514657701	0.0904012040166046	0.30273741302201
DPH2	196.243589180746	0.626743482522572	0.370298754544049	1.69253467593831	0.0905440743179811	0.303107529960515
HSPBAP1	99.367345921474	-0.859364044822441	0.507814903947267	-1.69227810791406	0.0905929599136488	0.303162869425318
ADAMTS17	277.294318627703	0.531637470362988	0.314191488853653	1.69208106910438	0.0906305174283449	0.303180274296177
ADAMTS14	274.064418339829	0.53920736274116	0.318766038428552	1.69154582903291	0.0907326026197289	0.303413449873968
TAF10	123.04813819106	-0.775665237515671	0.458716553287624	-1.69094669018695	0.0908469847756848	0.303687565946545
WNK2	122.883161485538	0.786451155678343	0.465210707990101	1.69052677028036	0.0909272211783155	0.303847383181461
ASPM	1140.01575767721	0.300786657690365	0.178068186181549	1.689165617623	0.0911876959140988	0.30417540431296
MRPL18	88.9660230751083	0.907720960628299	0.537361754073578	1.68921765225593	0.0911777273757079	0.30417540431296
ACO1	153.915004385745	0.692951122758957	0.410099035303322	1.68971653943645	0.0910821974925055	0.30417540431296
ANTKMT	110.833626217743	0.821616703018297	0.486261499976718	1.68966019941458	0.0910929817820716	0.30417540431296
QPRT	247.576663481601	0.558574983346911	0.330664106527369	1.68925193971931	0.0911711592314367	0.30417540431296
PKP4	625.797538420803	-0.378446632874308	0.224138156837356	-1.68845250721377	0.0913243983990945	0.304198227159444
PCID2	188.722955655821	0.635387415913942	0.376237379461965	1.68879396518914	0.0912589207367279	0.304198227159444
NUP85	260.29443409939	0.545575371076133	0.323094286800603	1.68859491908266	0.0912970850426832	0.304198227159444
KIAA1671	206.000878953841	0.614037481158942	0.363597307719229	1.68878445500785	0.0912607438891234	0.304198227159444
GOT1-DT	60.2915639600079	-1.08077466407494	0.640868347690821	-1.68642228621399	0.0917144918833912	0.305389050798641
TTN-AS1	278.79683761349	-0.546468383191186	0.324091634224458	-1.68615393143013	0.0917661545179959	0.305439055508359
SLC25A4	136.491387169569	0.741415552716941	0.439784205065309	1.68586216643874	0.0918223505268523	0.305439055508359
GOLM1	341.300226981744	0.492124720174128	0.29201827467789	1.68525315998447	0.0919397385897809	0.305439055508359
NAT10	557.496368657539	0.399510849725036	0.236996769679149	1.68572276434781	0.0918492101195846	0.305439055508359
FUT4	178.096633768108	0.655794306417187	0.389079120679783	1.6855037229225	0.091891427142067	0.305439055508359
TRPM7	288.260296406028	-0.550394341344722	0.326592179006938	-1.6852649166869	0.0919374713046647	0.305439055508359
TTPAL	147.801563496968	0.706246818453365	0.41909776408763	1.68516007235413	0.0919576921653236	0.305439055508359
FCMR	45.5462905064342	-1.22988580844561	0.730140299734986	-1.68445134297068	0.0920944753824117	0.305738561909283
CHDH	204.694852031309	0.605383708585499	0.359415790898608	1.68435478884198	0.0921131227609292	0.305738561909283
DDX3X	1223.70814930678	-0.2953686366239	0.175429385613537	-1.68368962583374	0.0922416672958547	0.306056806856289
NOP10	106.744443107326	0.818495033517921	0.486393818359782	1.68278255730727	0.0924171928851754	0.306530653923573
ABHD14B	209.512428348655	-0.60636478431275	0.360491282767762	-1.68205117099429	0.0925589176963459	0.306892094414282
GCC1	52.4269719194341	1.17429866975946	0.698324472184979	1.6815946118646	0.092647476144413	0.307025082432681
GGA2	324.711282796354	-0.491076543124523	0.292045568393501	-1.68150657387428	0.0926645606317632	0.307025082432681
ZDHHC4	90.3973912346073	0.887471863812668	0.528004194444239	1.68080457153715	0.092800880403458	0.307368062700743
RANBP17	135.097117493588	-0.734138374084115	0.436824631531446	-1.68062494898772	0.0928357866326007	0.307375024999106
UBA6	210.614193390845	-0.594162261135515	0.353963632760608	-1.67859691263073	0.0932306286828134	0.30842168322555
REXO2	138.002124165311	-0.723175558982889	0.430781861993924	-1.67875117962392	0.093200546887081	0.30842168322555
ZCCHC14	434.003398942476	0.435611775235076	0.259525332264071	1.67849423959829	0.093250654063819	0.30842168322555
ALKBH1	46.072050945023	1.25469696643163	0.74772263435499	1.67802458931041	0.0933422988131637	0.308615857402732
UHMK1	250.693112471353	-0.547768423935234	0.326732970076326	-1.67650183514468	0.0936399370582362	0.308752451305027
STRN	187.253521133321	-0.624794350204074	0.372522322303311	-1.67719976172424	0.0935034256354727	0.308752451305027
TANK	86.3012670071356	-0.901718806877018	0.537923287466698	-1.6762962821773	0.0936801727919096	0.308752451305027
TYW5	84.6118745844477	-0.918617739915349	0.547964492904623	-1.67641836617184	0.0936562739262229	0.308752451305027
LIPA	158.870174992915	0.677760327619289	0.404188895068703	1.67684054630963	0.0935736666650946	0.308752451305027
COX14	57.4502593413045	1.11886387999967	0.66699949865449	1.67745835230267	0.0934528869899073	0.308752451305027
R3HDM2	105.877597455191	-0.842678958355173	0.502659690321908	-1.67644029266702	0.0936519821669743	0.308752451305027
TCTN2	44.5849960352019	1.26650344838512	0.75522289758845	1.67699291484577	0.0935438673337663	0.308752451305027
MED6	89.5011878762456	-0.891330634188388	0.53168916408953	-1.67641301419921	0.0936573215128553	0.308752451305027
ADRA1B	81.8505305183337	0.929147288603145	0.554530282586526	1.67555734606462	0.0938249295511795	0.30912081219921
BYSL	111.615228192462	0.805676823640076	0.480988096121421	1.67504524568668	0.0939253546443095	0.30934290791465
G3BP1	1658.35930024053	-0.267150448926953	0.159509905257483	-1.67482043510536	0.0939694681871006	0.309379450777629
ZNF875	193.917988997805	-0.626115342168815	0.37391428212628	-1.67448897273563	0.0940345398230773	0.309484944904192
ZBTB37	134.755056373314	-0.740773705514961	0.442467180694877	-1.67418904234119	0.094093452336921	0.309521408582582
CACNB3	118.426631825084	-0.781015082854413	0.466576225133804	-1.67392816174985	0.0941447187257586	0.309521408582582
SYTL4	55.2392327309966	-1.13261495995384	0.676585930898986	-1.67401494507715	0.0941276622014414	0.309521408582582
SLC38A1	2173.19541845287	0.249653501556359	0.149195183503595	1.67333486037331	0.0942613934524978	0.309727141843948
ZDHHC20	214.085039806972	-0.592768368449425	0.354292210081049	-1.67310584761043	0.094306460584929	0.309727141843948
GINS2	87.2538635741739	0.913972738931998	0.546229814906477	1.67323846847958	0.0942803601869343	0.309727141843948
TOMM5	113.019276882827	-0.795588635127067	0.475625974106579	-1.67271906590364	0.0943826140882123	0.309868638404537
MOV10	275.677599638634	0.526504998158353	0.314872384401926	1.67212186346035	0.0945002941646241	0.309893763054335
MRPS18A	57.4320223721768	1.13247324741306	0.677304630043393	1.67202938999621	0.0945185267778592	0.309893763054335
NTMT1	179.329458576674	0.654023992312594	0.391160582715382	1.67200894265074	0.094522558677619	0.309893763054335
FBXO31	238.770026669117	0.568075843448236	0.339755625361299	1.67201306187098	0.094521746420114	0.309893763054335
AP4B1	121.44684333925	0.770853592470467	0.46127230918213	1.6711464727576	0.0946927499486552	0.310343150408849
C1orf116	208.664161206052	0.594811376487583	0.356121209187228	1.67024979457167	0.0948699518221788	0.310810603642604
FOXQ1	352.01075217536	0.47994536647012	0.287388742537463	1.67002145676446	0.0949151184409049	0.310810603642604
BRAF	146.179695364032	-0.760530098831959	0.455428648686542	-1.66992151465511	0.0949348930229596	0.310810603642604
TBC1D8	278.536199216383	0.532606838075169	0.319004728208826	1.66958916585875	0.0950006754157869	0.310917334490368
PRR7-AS1	206.991397560434	-0.596084952398028	0.357088778884635	-1.66929062923763	0.0950597964327018	0.311002197127939
NDUFA5	55.4404129599147	-1.16224959371439	0.696612615593087	-1.66843029784189	0.0952303379444792	0.311342730823367
TOB2	206.132008285426	0.602703164976106	0.361221588372454	1.66851368903971	0.0952137967812812	0.311342730823367
POLR3A	320.338387792439	0.491616323581809	0.294741968208731	1.66795494570918	0.0953246709575429	0.31154243699762
TMEM201	505.140943805391	0.406609634082943	0.24394782249747	1.66678935651151	0.0955562973717541	0.311755747344476
